emp_no,dept_no,dept_name,title,to_date,birth_date
495353,d004,Production,Engineer,9999-01-01,1954-12-03
495364,d004,Production,Assistant Engineer,9999-01-01,1952-04-30
495366,d002,Finance,Senior Staff,9999-01-01,1955-04-17
495367,d005,Development,Engineer,9999-01-01,1953-06-14
495370,d008,Research,Senior Staff,9999-01-01,1954-03-04
495376,d004,Production,Engineer,9999-01-01,1952-09-10
495377,d005,Development,Engineer,9999-01-01,1952-11-07
495379,d009,Customer Service,Senior Staff,9999-01-01,1954-05-31
495380,d007,Sales,Senior Staff,9999-01-01,1952-11-03
495381,d004,Production,Assistant Engineer,9999-01-01,1953-01-15
495382,d005,Development,Engineer,9999-01-01,1955-03-14
495390,d009,Customer Service,Technique Leader,9999-01-01,1952-04-15
495393,d004,Production,Engineer,9999-01-01,1954-03-12
495394,d005,Development,Technique Leader,9999-01-01,1953-10-25
495398,d004,Production,Engineer,9999-01-01,1952-09-18
495399,d009,Customer Service,Engineer,9999-01-01,1954-12-31
495403,d006,Quality Management,Senior Engineer,9999-01-01,1955-08-22
495409,d009,Customer Service,Senior Staff,9999-01-01,1955-02-23
495410,d004,Production,Engineer,9999-01-01,1953-06-15
495412,d005,Development,Assistant Engineer,9999-01-01,1952-06-04
495415,d007,Sales,Senior Staff,9999-01-01,1952-04-22
495416,d001,Marketing,Senior Staff,9999-01-01,1955-11-20
495426,d007,Sales,Senior Staff,9999-01-01,1954-11-19
495428,d005,Development,Assistant Engineer,9999-01-01,1953-10-07
495429,d002,Finance,Staff,9999-01-01,1955-07-09
495432,d002,Finance,Senior Staff,9999-01-01,1952-11-23
495436,d009,Customer Service,Senior Staff,9999-01-01,1953-11-29
495437,d008,Research,Engineer,9999-01-01,1955-04-02
495453,d005,Development,Engineer,9999-01-01,1953-06-22
495456,d003,Human Resources,Staff,9999-01-01,1955-06-04
495458,d009,Customer Service,Senior Staff,9999-01-01,1953-03-06
495459,d007,Sales,Senior Staff,9999-01-01,1952-07-10
495460,d007,Sales,Senior Staff,9999-01-01,1954-09-28
495461,d008,Research,Staff,9999-01-01,1955-10-11
495466,d001,Marketing,Senior Staff,9999-01-01,1954-11-24
495467,d004,Production,Engineer,9999-01-01,1953-07-03
495468,d005,Development,Assistant Engineer,9999-01-01,1953-09-12
495470,d005,Development,Senior Engineer,9999-01-01,1955-08-01
495487,d005,Development,Senior Engineer,9999-01-01,1952-09-15
495489,d004,Production,Engineer,9999-01-01,1953-10-15
495490,d007,Sales,Senior Staff,9999-01-01,1955-11-29
495499,d003,Human Resources,Senior Staff,9999-01-01,1954-02-08
495502,d005,Development,Assistant Engineer,9999-01-01,1954-05-27
495509,d005,Development,Technique Leader,9999-01-01,1955-11-26
495515,d005,Development,Engineer,9999-01-01,1954-08-05
495518,d005,Development,Technique Leader,9999-01-01,1953-06-06
495520,d007,Sales,Staff,9999-01-01,1952-05-18
495523,d004,Production,Engineer,9999-01-01,1955-02-26
495525,d002,Finance,Senior Staff,9999-01-01,1954-03-02
495533,d009,Customer Service,Engineer,9999-01-01,1955-12-23
495539,d006,Quality Management,Technique Leader,9999-01-01,1952-05-23
495541,d004,Production,Engineer,9999-01-01,1955-05-03
495543,d007,Sales,Senior Staff,9999-01-01,1952-07-07
495546,d009,Customer Service,Senior Staff,9999-01-01,1953-05-05
495547,d004,Production,Engineer,9999-01-01,1952-06-03
495552,d005,Development,Staff,9999-01-01,1952-06-28
495558,d005,Development,Engineer,9999-01-01,1952-08-20
495565,d004,Production,Senior Engineer,9999-01-01,1955-03-02
495566,d006,Quality Management,Engineer,9999-01-01,1954-06-05
495575,d004,Production,Technique Leader,9999-01-01,1954-05-14
495587,d008,Research,Senior Staff,9999-01-01,1952-09-07
495588,d002,Finance,Senior Staff,9999-01-01,1952-08-06
495595,d007,Sales,Senior Staff,9999-01-01,1955-06-16
495596,d001,Marketing,Staff,9999-01-01,1954-06-20
495599,d005,Development,Engineer,9999-01-01,1952-05-17
495602,d004,Production,Assistant Engineer,9999-01-01,1952-07-06
495605,d007,Sales,Senior Staff,9999-01-01,1955-08-06
495608,d005,Development,Engineer,9999-01-01,1955-01-02
495611,d003,Human Resources,Senior Staff,9999-01-01,1954-09-09
495615,d007,Sales,Senior Staff,9999-01-01,1953-08-03
495621,d009,Customer Service,Senior Staff,9999-01-01,1953-07-14
495625,d004,Production,Engineer,9999-01-01,1952-12-25
495630,d005,Development,Engineer,9999-01-01,1952-12-13
495631,d001,Marketing,Senior Staff,9999-01-01,1955-06-18
495644,d005,Development,Engineer,9999-01-01,1954-02-07
495648,d007,Sales,Senior Staff,9999-01-01,1954-07-02
495650,d005,Development,Senior Staff,9999-01-01,1954-10-22
495651,d007,Sales,Senior Staff,9999-01-01,1953-05-07
495652,d005,Development,Senior Engineer,9999-01-01,1955-12-26
495659,d007,Sales,Senior Staff,9999-01-01,1953-07-01
495666,d005,Development,Engineer,9999-01-01,1953-04-04
495670,d005,Development,Engineer,9999-01-01,1952-10-05
495680,d004,Production,Engineer,9999-01-01,1952-10-20
495681,d005,Development,Engineer,9999-01-01,1955-06-29
495686,d002,Finance,Senior Staff,9999-01-01,1954-12-05
495687,d005,Development,Engineer,9999-01-01,1954-01-04
495697,d007,Sales,Staff,9999-01-01,1955-07-28
495701,d005,Development,Engineer,9999-01-01,1952-09-06
495710,d003,Human Resources,Staff,9999-01-01,1952-08-17
495711,d005,Development,Engineer,9999-01-01,1955-04-16
495718,d005,Development,Engineer,9999-01-01,1954-06-16
495719,d004,Production,Engineer,9999-01-01,1955-02-16
495721,d004,Production,Engineer,9999-01-01,1954-02-07
495722,d005,Development,Engineer,9999-01-01,1953-10-12
495739,d004,Production,Senior Engineer,9999-01-01,1954-12-13
495742,d004,Production,Engineer,9999-01-01,1952-03-17
495744,d003,Human Resources,Senior Staff,9999-01-01,1954-07-21
495750,d005,Development,Engineer,9999-01-01,1954-04-05
495755,d007,Sales,Senior Staff,9999-01-01,1953-08-28
495761,d008,Research,Staff,9999-01-01,1952-06-04
495767,d003,Human Resources,Senior Staff,9999-01-01,1952-07-01
495768,d008,Research,Engineer,9999-01-01,1952-11-25
495770,d004,Production,Engineer,9999-01-01,1954-06-15
495776,d005,Development,Technique Leader,9999-01-01,1954-08-16
495779,d008,Research,Senior Staff,9999-01-01,1955-08-29
495790,d007,Sales,Staff,9999-01-01,1953-09-05
495804,d004,Production,Assistant Engineer,9999-01-01,1953-10-10
495807,d009,Customer Service,Senior Engineer,9999-01-01,1953-03-04
495811,d003,Human Resources,Senior Staff,9999-01-01,1953-05-23
495821,d003,Human Resources,Staff,9999-01-01,1952-07-09
495826,d001,Marketing,Senior Staff,9999-01-01,1954-03-02
495828,d009,Customer Service,Senior Staff,9999-01-01,1955-11-28
495830,d008,Research,Staff,9999-01-01,1954-06-14
495836,d008,Research,Engineer,9999-01-01,1954-01-07
495837,d005,Development,Engineer,9999-01-01,1955-04-06
495841,d005,Development,Engineer,9999-01-01,1953-02-13
495844,d007,Sales,Senior Staff,9999-01-01,1953-06-03
495851,d009,Customer Service,Staff,9999-01-01,1954-07-22
495860,d004,Production,Engineer,9999-01-01,1953-04-08
495862,d001,Marketing,Senior Staff,9999-01-01,1955-10-17
495869,d007,Sales,Senior Staff,9999-01-01,1954-03-08
495874,d007,Sales,Senior Staff,9999-01-01,1953-03-01
495876,d006,Quality Management,Engineer,9999-01-01,1954-02-26
495879,d004,Production,Technique Leader,9999-01-01,1954-11-28
495882,d004,Production,Engineer,9999-01-01,1952-09-14
495884,d007,Sales,Senior Staff,9999-01-01,1955-02-25
495887,d009,Customer Service,Senior Staff,9999-01-01,1955-10-27
495894,d009,Customer Service,Senior Staff,9999-01-01,1952-02-16
495895,d005,Development,Senior Staff,9999-01-01,1954-07-30
495896,d007,Sales,Senior Staff,9999-01-01,1955-07-01
495901,d001,Marketing,Staff,9999-01-01,1953-05-24
495909,d002,Finance,Staff,9999-01-01,1954-07-05
495923,d006,Quality Management,Engineer,9999-01-01,1954-12-18
495925,d005,Development,Assistant Engineer,9999-01-01,1952-10-11
495937,d003,Human Resources,Staff,9999-01-01,1952-03-29
495939,d004,Production,Senior Engineer,9999-01-01,1952-10-19
495941,d009,Customer Service,Senior Staff,9999-01-01,1952-08-28
495947,d004,Production,Engineer,9999-01-01,1952-04-05
495949,d009,Customer Service,Staff,9999-01-01,1954-11-11
495958,d009,Customer Service,Staff,9999-01-01,1952-02-27
495961,d009,Customer Service,Senior Staff,9999-01-01,1952-05-23
495972,d008,Research,Senior Staff,9999-01-01,1953-10-20
495982,d008,Research,Staff,9999-01-01,1953-07-27
495993,d003,Human Resources,Senior Staff,9999-01-01,1952-07-22
495997,d004,Production,Engineer,9999-01-01,1955-02-12
496002,d006,Quality Management,Engineer,9999-01-01,1953-04-05
496008,d002,Finance,Senior Staff,9999-01-01,1954-07-14
496009,d005,Development,Senior Engineer,9999-01-01,1954-08-26
496010,d004,Production,Assistant Engineer,9999-01-01,1953-04-18
496012,d005,Development,Engineer,9999-01-01,1954-09-18
496014,d004,Production,Engineer,9999-01-01,1955-05-18
496017,d003,Human Resources,Senior Staff,9999-01-01,1952-04-05
496018,d001,Marketing,Staff,9999-01-01,1953-06-29
496020,d008,Research,Staff,9999-01-01,1953-06-27
496023,d006,Quality Management,Engineer,9999-01-01,1955-11-10
496032,d007,Sales,Senior Staff,9999-01-01,1954-07-28
496039,d007,Sales,Senior Staff,9999-01-01,1953-04-03
496045,d005,Development,Assistant Engineer,9999-01-01,1953-08-02
496049,d004,Production,Technique Leader,9999-01-01,1953-10-12
496055,d009,Customer Service,Senior Staff,9999-01-01,1955-04-19
496056,d006,Quality Management,Senior Engineer,9999-01-01,1952-11-24
496062,d005,Development,Engineer,9999-01-01,1955-01-18
496066,d007,Sales,Senior Staff,9999-01-01,1953-01-05
496067,d005,Development,Engineer,9999-01-01,1952-03-29
496074,d004,Production,Engineer,9999-01-01,1953-09-19
496077,d007,Sales,Senior Staff,9999-01-01,1952-11-03
496078,d004,Production,Engineer,9999-01-01,1953-12-27
496080,d005,Development,Engineer,9999-01-01,1952-07-26
496084,d004,Production,Engineer,9999-01-01,1953-03-28
496091,d007,Sales,Senior Staff,9999-01-01,1954-01-12
496093,d005,Development,Senior Engineer,9999-01-01,1953-09-03
496094,d004,Production,Assistant Engineer,9999-01-01,1953-12-28
496105,d004,Production,Engineer,9999-01-01,1952-08-20
496107,d008,Research,Engineer,9999-01-01,1953-12-06
496108,d004,Production,Assistant Engineer,9999-01-01,1954-10-25
496113,d004,Production,Engineer,9999-01-01,1952-04-23
496121,d001,Marketing,Senior Staff,9999-01-01,1954-04-30
496137,d006,Quality Management,Engineer,9999-01-01,1954-05-25
496141,d004,Production,Senior Engineer,9999-01-01,1954-04-01
496143,d005,Development,Engineer,9999-01-01,1953-09-04
496150,d007,Sales,Senior Staff,9999-01-01,1954-05-05
496151,d002,Finance,Senior Staff,9999-01-01,1954-03-15
496164,d005,Development,Engineer,9999-01-01,1952-02-09
496174,d009,Customer Service,Staff,9999-01-01,1954-08-10
496180,d005,Development,Engineer,9999-01-01,1954-04-17
496192,d004,Production,Engineer,9999-01-01,1952-02-07
496193,d007,Sales,Staff,9999-01-01,1953-12-02
496195,d005,Development,Engineer,9999-01-01,1952-03-12
496196,d004,Production,Senior Engineer,9999-01-01,1955-10-22
496198,d004,Production,Engineer,9999-01-01,1953-08-31
496203,d004,Production,Engineer,9999-01-01,1953-07-26
496205,d007,Sales,Senior Staff,9999-01-01,1953-04-23
496207,d004,Production,Senior Engineer,9999-01-01,1952-11-13
496208,d009,Customer Service,Senior Staff,9999-01-01,1954-09-29
496209,d007,Sales,Senior Staff,9999-01-01,1953-08-03
496211,d005,Development,Engineer,9999-01-01,1955-01-17
496212,d002,Finance,Staff,9999-01-01,1952-02-09
496215,d006,Quality Management,Engineer,9999-01-01,1953-06-08
496218,d005,Development,Engineer,9999-01-01,1952-07-10
496222,d004,Production,Engineer,9999-01-01,1954-09-20
496227,d003,Human Resources,Senior Staff,9999-01-01,1953-01-10
496234,d009,Customer Service,Assistant Engineer,9999-01-01,1953-08-31
496236,d005,Development,Engineer,9999-01-01,1952-09-08
496242,d007,Sales,Senior Staff,9999-01-01,1952-03-20
496250,d004,Production,Engineer,9999-01-01,1955-10-20
496252,d009,Customer Service,Senior Staff,9999-01-01,1952-08-03
496256,d009,Customer Service,Staff,9999-01-01,1955-04-01
496258,d004,Production,Engineer,9999-01-01,1955-01-29
496260,d001,Marketing,Staff,9999-01-01,1953-01-05
496262,d007,Sales,Senior Staff,9999-01-01,1953-09-29
496265,d007,Sales,Senior Staff,9999-01-01,1953-08-13
496269,d007,Sales,Staff,9999-01-01,1955-02-13
496278,d005,Development,Senior Engineer,9999-01-01,1952-08-29
496282,d006,Quality Management,Engineer,9999-01-01,1954-01-20
496288,d005,Development,Engineer,9999-01-01,1955-05-30
496290,d004,Production,Senior Engineer,9999-01-01,1953-02-26
496292,d001,Marketing,Senior Staff,9999-01-01,1953-03-31
496294,d005,Development,Engineer,9999-01-01,1955-03-08
496295,d004,Production,Engineer,9999-01-01,1953-08-19
496301,d004,Production,Engineer,9999-01-01,1955-04-26
496302,d006,Quality Management,Assistant Engineer,9999-01-01,1953-02-24
496304,d005,Development,Senior Engineer,9999-01-01,1954-10-07
496310,d005,Development,Engineer,9999-01-01,1955-07-09
496317,d009,Customer Service,Staff,9999-01-01,1954-10-10
496326,d007,Sales,Senior Staff,9999-01-01,1952-11-19
496335,d005,Development,Assistant Engineer,9999-01-01,1952-10-27
496336,d008,Research,Staff,9999-01-01,1952-10-30
496338,d006,Quality Management,Engineer,9999-01-01,1954-01-14
496341,d007,Sales,Senior Staff,9999-01-01,1952-10-22
496357,d009,Customer Service,Senior Staff,9999-01-01,1954-09-01
496358,d005,Development,Engineer,9999-01-01,1955-12-11
496364,d004,Production,Engineer,9999-01-01,1954-10-06
496371,d004,Production,Engineer,9999-01-01,1955-02-17
496372,d005,Development,Technique Leader,9999-01-01,1954-05-15
496373,d008,Research,Senior Staff,9999-01-01,1955-05-30
496384,d009,Customer Service,Senior Staff,9999-01-01,1954-12-17
496388,d004,Production,Assistant Engineer,9999-01-01,1952-09-01
496390,d008,Research,Senior Staff,9999-01-01,1953-11-04
496391,d005,Development,Senior Engineer,9999-01-01,1955-06-11
496392,d007,Sales,Staff,9999-01-01,1954-10-08
496398,d004,Production,Assistant Engineer,9999-01-01,1954-07-05
496400,d007,Sales,Senior Staff,9999-01-01,1955-04-12
496404,d001,Marketing,Senior Staff,9999-01-01,1955-09-08
496405,d008,Research,Senior Staff,9999-01-01,1952-12-27
496408,d003,Human Resources,Senior Staff,9999-01-01,1953-04-30
496418,d007,Sales,Senior Staff,9999-01-01,1954-12-21
496427,d002,Finance,Senior Staff,9999-01-01,1955-06-05
496428,d007,Sales,Senior Staff,9999-01-01,1952-10-13
496430,d001,Marketing,Staff,9999-01-01,1953-12-14
496436,d003,Human Resources,Senior Staff,9999-01-01,1953-06-19
496440,d006,Quality Management,Engineer,9999-01-01,1954-11-16
496443,d005,Development,Senior Engineer,9999-01-01,1952-07-26
496444,d009,Customer Service,Senior Engineer,9999-01-01,1955-10-08
496449,d005,Development,Engineer,9999-01-01,1952-09-12
496465,d008,Research,Engineer,9999-01-01,1953-08-30
496468,d004,Production,Engineer,9999-01-01,1954-01-28
496472,d007,Sales,Senior Staff,9999-01-01,1953-03-03
496477,d004,Production,Engineer,9999-01-01,1953-07-04
496479,d003,Human Resources,Senior Staff,9999-01-01,1952-07-21
496480,d005,Development,Engineer,9999-01-01,1952-08-28
496484,d005,Development,Engineer,9999-01-01,1952-03-15
496488,d002,Finance,Senior Staff,9999-01-01,1952-12-23
496493,d005,Development,Senior Engineer,9999-01-01,1955-12-04
496495,d005,Development,Engineer,9999-01-01,1955-02-13
496502,d009,Customer Service,Senior Staff,9999-01-01,1952-12-20
496507,d005,Development,Senior Engineer,9999-01-01,1953-11-19
496510,d006,Quality Management,Assistant Engineer,9999-01-01,1952-05-22
496515,d004,Production,Engineer,9999-01-01,1955-11-03
496516,d004,Production,Engineer,9999-01-01,1955-11-08
496520,d004,Production,Engineer,9999-01-01,1952-03-12
496521,d004,Production,Engineer,9999-01-01,1952-09-03
496522,d004,Production,Senior Engineer,9999-01-01,1953-06-10
496523,d005,Development,Engineer,9999-01-01,1952-08-15
496531,d006,Quality Management,Engineer,9999-01-01,1952-12-06
496541,d007,Sales,Senior Staff,9999-01-01,1955-05-15
496549,d003,Human Resources,Senior Staff,9999-01-01,1954-08-04
496558,d007,Sales,Senior Staff,9999-01-01,1955-08-15
496561,d005,Development,Senior Engineer,9999-01-01,1953-03-14
496563,d005,Development,Assistant Engineer,9999-01-01,1954-07-03
496566,d003,Human Resources,Senior Staff,9999-01-01,1953-10-02
496577,d002,Finance,Staff,9999-01-01,1953-04-03
496580,d003,Human Resources,Senior Staff,9999-01-01,1953-10-22
496583,d007,Sales,Senior Staff,9999-01-01,1952-11-19
496584,d004,Production,Engineer,9999-01-01,1955-03-24
496590,d003,Human Resources,Senior Staff,9999-01-01,1954-06-13
496594,d009,Customer Service,Technique Leader,9999-01-01,1954-05-02
496596,d007,Sales,Senior Staff,9999-01-01,1953-09-20
496602,d003,Human Resources,Senior Staff,9999-01-01,1954-02-22
496609,d004,Production,Engineer,9999-01-01,1952-07-26
496620,d005,Development,Engineer,9999-01-01,1954-12-31
496622,d005,Development,Senior Engineer,9999-01-01,1953-10-29
496623,d001,Marketing,Senior Staff,9999-01-01,1955-09-30
496627,d005,Development,Engineer,9999-01-01,1953-09-16
496632,d009,Customer Service,Engineer,9999-01-01,1952-12-16
496634,d005,Development,Engineer,9999-01-01,1953-04-03
496636,d005,Development,Engineer,9999-01-01,1953-07-04
496639,d009,Customer Service,Staff,9999-01-01,1952-09-20
496641,d005,Development,Technique Leader,9999-01-01,1955-02-13
496647,d005,Development,Engineer,9999-01-01,1953-02-22
496656,d007,Sales,Senior Staff,9999-01-01,1955-10-23
496662,d005,Development,Senior Staff,9999-01-01,1952-07-20
496665,d006,Quality Management,Engineer,9999-01-01,1952-07-10
496668,d007,Sales,Senior Staff,9999-01-01,1954-01-09
496669,d004,Production,Engineer,9999-01-01,1955-08-27
496672,d006,Quality Management,Technique Leader,9999-01-01,1952-07-04
496676,d009,Customer Service,Staff,9999-01-01,1954-07-20
496681,d004,Production,Engineer,9999-01-01,1954-06-28
496683,d005,Development,Senior Engineer,9999-01-01,1952-09-27
496685,d007,Sales,Senior Staff,9999-01-01,1953-02-23
496689,d005,Development,Engineer,9999-01-01,1954-04-06
496695,d007,Sales,Staff,9999-01-01,1954-06-13
496707,d006,Quality Management,Senior Engineer,9999-01-01,1955-11-11
496714,d008,Research,Senior Staff,9999-01-01,1955-11-03
496721,d009,Customer Service,Assistant Engineer,9999-01-01,1954-04-01
496723,d004,Production,Engineer,9999-01-01,1955-12-23
496729,d004,Production,Engineer,9999-01-01,1954-10-09
496735,d006,Quality Management,Engineer,9999-01-01,1952-08-02
496739,d004,Production,Engineer,9999-01-01,1954-02-09
496741,d004,Production,Technique Leader,9999-01-01,1955-03-12
496754,d007,Sales,Senior Staff,9999-01-01,1955-12-05
496765,d006,Quality Management,Engineer,9999-01-01,1953-02-05
496772,d007,Sales,Senior Staff,9999-01-01,1954-02-15
496773,d007,Sales,Staff,9999-01-01,1952-11-25
496778,d007,Sales,Staff,9999-01-01,1953-11-06
496781,d007,Sales,Senior Staff,9999-01-01,1952-11-17
